Year,Area Name,Species Name Common,Average Exvessel Price per Pound
2018,Cook Inlet,Sockeye,2.374354341
2018,Kodiak,                             Pink,0.489708339
2018,Kodiak,        Chum,0.662095553
2018,Kodiak,        Coho,1.102685948
2018,Kodiak,Chinook,0.772822591
2018,Kodiak,Sockeye,1.802096371
2018,Kotzebue,        Chum,0.401651347
2018,Prince William Sound,                             Pink,0.498978229
2018,Prince William Sound,        Chum,0.941395539
2018,Prince William Sound,        Coho,1.616536266
2018,Prince William Sound,Chinook,12.90778002
2018,Prince William Sound,Sockeye,2.492543092
2018,Southeast,                             Pink,0.46841881
2018,Southeast,        Chum,1.030295849
2018,Southeast,        Coho,1.741467357
2018,Southeast,Chinook,7.307578602
2018,Southeast,Sockeye,1.894924172
2018,Yukon,        Chum,0.648055256
2018,Yukon,        Coho,0.999998305
2019,Alaska Peninsula,                             Pink,0.26653303
2019,Alaska Peninsula,        Chum,0.356920346
2019,Alaska Peninsula,        Coho,0.471460469
2019,Alaska Peninsula,Chinook,0.564979443
2019,Alaska Peninsula,Sockeye,1.571333683
2019,Bristol Bay,                             Pink,0.099220959
2019,Bristol Bay,        Chum,0.32664884
2019,Bristol Bay,        Coho,0.700055031
2019,Bristol Bay,Chinook,0.831252278
2019,Bristol Bay,Sockeye,1.536131591
2019,Cook Inlet,                             Pink,0.298054888
2019,Cook Inlet,        Chum,0.423939656
2019,Cook Inlet,        Coho,0.920244499
2019,Cook Inlet,Chinook,3.584357693
2019,Cook Inlet,Sockeye,1.954807641
2019,Kodiak,                             Pink,0.333011093
2019,Kodiak,        Chum,0.434638312
2019,Kodiak,        Coho,0.802947227
2019,Kodiak,Chinook,0.642405594
2019,Kodiak,Sockeye,1.633871299
2019,Kotzebue,        Chum,0.401127858
2019,Prince William Sound,                             Pink,0.353347816
2019,Prince William Sound,        Chum,0.552410341
2019,Prince William Sound,        Coho,1.237325742
2019,Prince William Sound,Chinook,8.933280731
2019,Prince William Sound,Sockeye,2.565142875
2019,Southeast,                             Pink,0.334986213
2019,Southeast,        Chum,0.59155243
2019,Southeast,        Coho,1.494704382
2019,Southeast,Chinook,5.148722946
2019,Southeast,Sockeye,1.898036979
2019,Yukon,        Chum,0.596572535
2020,Alaska Peninsula,                             Pink,0.253204868
2020,Alaska Peninsula,        Chum,0.20972673
2020,Alaska Peninsula,        Coho,0.369068677
2020,Alaska Peninsula,Chinook,0.502488978
2020,Alaska Peninsula,Sockeye,0.990565929
2020,Bristol Bay,                             Pink,0.087178132
2020,Bristol Bay,        Chum,0.29585823
2020,Bristol Bay,        Coho,0.795806798
2020,Bristol Bay,Chinook,0.924781761
2020,Bristol Bay,Sockeye,1.091298344
2020,Cook Inlet,                             Pink,0.330038535
2020,Cook Inlet,        Chum,0.47976855
2020,Cook Inlet,        Coho,0.993615859
2020,Cook Inlet,Chinook,4.328587761
2020,Cook Inlet,Sockeye,1.55897829
2020,Kodiak,                             Pink,0.330846117
2020,Kodiak,        Chum,0.314630374
2020,Kodiak,        Coho,0.570572007
2020,Kodiak,Chinook,0.721379171
2020,Kodiak,Sockeye,1.168982087
2020,Prince William Sound,                             Pink,0.461080371
2020,Prince William Sound,        Chum,0.495539013
2020,Prince William Sound,        Coho,1.595246268
2020,Prince William Sound,Chinook,6.634132546
2020,Prince William Sound,Sockeye,2.138271003
2020,Southeast,                             Pink,0.333009417
2020,Southeast,        Chum,0.522343401
2020,Southeast,        Coho,1.717336145
2020,Southeast,Chinook,5.288779933
2020,Southeast,Sockeye,1.64978531
2021,Alaska Peninsula,                             Pink,0.347520186
2021,Alaska Peninsula,        Chum,0.31321011
2021,Alaska Peninsula,        Coho,0.611511612
2021,Alaska Peninsula,Chinook,1.436006248
2021,Alaska Peninsula,Sockeye,1.749069552
2021,Bristol Bay,                             Pink,0.146653332
2021,Bristol Bay,        Chum,0.391649415
2021,Bristol Bay,        Coho,0.72436989
2021,Bristol Bay,Chinook,1.098496632
2021,Bristol Bay,Sockeye,1.738749932
2021,Chignik,                             Pink,0.420128361
2021,Chignik,        Chum,0.476716994
2021,Chignik,        Coho,0.326152759
2021,Chignik,Chinook,0.365823339
2021,Chignik,Sockeye,1.753526735
2021,Cook Inlet,                             Pink,0.359897537
2021,Cook Inlet,        Chum,0.682439128
2021,Cook Inlet,        Coho,0.958365688
2021,Cook Inlet,Chinook,4.434537422
2021,Cook Inlet,Sockeye,1.94535721
2021,Kodiak,                             Pink,0.407971435
2021,Kodiak,        Chum,0.597098863
2021,Kodiak,        Coho,0.664037828
2021,Kodiak,Chinook,0.934784133
2021,Kodiak,Sockeye,1.640825016
2021,Kotzebue,        Chum,0.485101342
2021,Prince William Sound,                             Pink,0.439624414
2021,Prince William Sound,        Chum,0.898162631
2021,Prince William Sound,        Coho,1.837987174
2021,Prince William Sound,Chinook,12.82130021
2021,Prince William Sound,Sockeye,2.563864509
2021,Southeast,                             Pink,0.417458923
2021,Southeast,        Chum,1.100934224
2021,Southeast,        Coho,2.045552065
2021,Southeast,Chinook,5.955776998
2021,Southeast,Sockeye,1.903531236
